-149,230,16915
-149,230,16915
-149,230,16915
-149,230,16915
-149,230,16915
-137,114,16892
-137,114,16892
-137,114,16892
-137,114,16892
-137,114,16892
-137,114,16892
-137,114,16892
-137,114,16892
-137,114,16892
-137,114,16892
-146,190,16817
-146,190,16817
-146,190,16817
-146,190,16817
-146,190,16817
-146,190,16817
-146,190,16817
-146,190,16817
-146,190,16817
-146,190,16817
-120,249,16913
-120,249,16913
-120,249,16913
-120,249,16913
-120,249,16913
-120,249,16913
-120,249,16913
-120,249,16913
-120,249,16913
-120,249,16913
-120,249,16913
-112,122,16868
-112,122,16868
-112,122,16868
-112,122,16868
-112,122,16868
-112,122,16868
-112,122,16868
-112,122,16868
-112,122,16868
-112,122,16868
-112,122,16868
-130,209,16944
-130,209,16944
-130,209,16944
-130,209,16944
-130,209,16944
-130,209,16944
-130,209,16944
-130,209,16944
-130,209,16944
-130,209,16944
-130,209,16944
-151,190,16872
-151,190,16872
-151,190,16872
-151,190,16872
-151,190,16872
-151,190,16872
-151,190,16872
-151,190,16872
-151,190,16872
-151,190,16872
-177,162,16907
-177,162,16907
-177,162,16907
-177,162,16907
-177,162,16907
-177,162,16907
-177,162,16907
-177,162,16907
-177,162,16907
-177,162,16907
-177,162,16907
-75,218,16911
-75,218,16911
-75,218,16911
-75,218,16911
-75,218,16911
-75,218,16911
-75,218,16911
-75,218,16911
-75,218,16911
-75,218,16911
-166,147,16852
-166,147,16852
-166,147,16852
-166,147,16852
-166,147,16852
-166,147,16852
-166,147,16852
-166,147,16852
-166,147,16852
-166,147,16852
-173,200,16847
-173,200,16847
-173,200,16847
-173,200,16847
-173,200,16847
-173,200,16847
-173,200,16847
-173,200,16847
-173,200,16847
-173,200,16847
-173,200,16847
-154,196,16929
-154,196,16929
-154,196,16929
-154,196,16929
-154,196,16929
-154,196,16929
-154,196,16929
-154,196,16929
-154,196,16929
-154,196,16929
-154,196,16929
-154,196,16929
-157,195,16845
-157,195,16845
-157,195,16845
-157,195,16845
-157,195,16845
-157,195,16845
-157,195,16845
-157,195,16845
-157,195,16845
-157,195,16845
-125,204,16883
-125,204,16883
-125,204,16883
-125,204,16883
-125,204,16883
-125,204,16883
-125,204,16883
-125,204,16883
-125,204,16883
-125,204,16883
-125,204,16883
-107,123,16899
-107,123,16899
-107,123,16899
-107,123,16899
-107,123,16899
-107,123,16899
-107,123,16899
-107,123,16899
-107,123,16899
-107,123,16899
-177,231,16820
-177,231,16820
-177,231,16820
-177,231,16820
-177,231,16820
-177,231,16820
-177,231,16820
-177,231,16820
-177,231,16820
-177,231,16820
-177,231,16820
-143,176,16883
-143,176,16883
-143,176,16883
-143,176,16883
-143,176,16883
-143,176,16883
-143,176,16883
-143,176,16883
-143,176,16883
-143,176,16883
-169,159,16962
-169,159,16962
-169,159,16962
-169,159,16962
-169,159,16962
-169,159,16962
-169,159,16962
-169,159,16962
-169,159,16962
-169,159,16962
-169,159,16962
-169,159,16962
-135,215,16861
-135,215,16861
-135,215,16861
-135,215,16861
-135,215,16861
-135,215,16861
-135,215,16861
-135,215,16861
-135,215,16861
-135,215,16861
-102,137,16857
-102,137,16857
-102,137,16857
-102,137,16857
-102,137,16857
-102,137,16857
-102,137,16857
-102,137,16857
-102,137,16857
-102,137,16857
-102,137,16857
-63,316,16871
-63,316,16871
-63,316,16871
-63,316,16871
-63,316,16871
-63,316,16871
-63,316,16871
-63,316,16871
-63,316,16871
-63,316,16871
-197,232,17001
-197,232,17001
-197,232,17001
-197,232,17001
-197,232,17001
-197,232,17001
-197,232,17001
-197,232,17001
-197,232,17001
-197,232,17001
-197,232,17001
-24,-77,16925
-24,-77,16925
-24,-77,16925
-24,-77,16925
-24,-77,16925
-24,-77,16925
-24,-77,16925
-24,-77,16925
-24,-77,16925
-24,-77,16925
-210,490,16915
-210,490,16915
-210,490,16915
-210,490,16915
-210,490,16915
-210,490,16915
-210,490,16915
-210,490,16915
-210,490,16915
-210,490,16915
-210,490,16915
-35,53,16857
-35,53,16857
-35,53,16857
-35,53,16857
-35,53,16857
-35,53,16857
-35,53,16857
-35,53,16857
-35,53,16857
-35,53,16857
-35,53,16857
-120,49,16919
-120,49,16919
-120,49,16919
-120,49,16919
-120,49,16919
-120,49,16919
-120,49,16919
-120,49,16919
-120,49,16919
-120,49,16919
-120,49,16919
-89,263,16832
-89,263,16832
-89,263,16832
-89,263,16832
-89,263,16832
